index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5768.0	5768.0	5768.0	5768.0	5768.0	5768.0
mean	0.7067641080779411	0.09783778380698112	0.3125866851595007	0.494625520110957	24.94001386962552	7515.9160887656035
std	0.1979534893758522	0.1821114937348671	0.46358764979679573	0.5000144598435294	35.037365782911394	37.82433039718272
min	0.005699138502319401	6.66400106624017e-05	0.0	0.0	1.0	7386.0
25%	0.5880374723377242	0.0030641223279925696	0.0	0.0	4.0	7507.0
50%	0.7164920159870853	0.017865313726686406	0.0	0.0	12.0	7530.0
75%	0.8581577800929343	0.10285676475310428	1.0	1.0	31.0	7541.0
max	1.0	1.0	1.0	1.0	160.0	7545.0
