index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5246.0	5246.0	5246.0	5246.0	5246.0	5246.0
mean	0.6311322511169267	0.10959022853821863	0.10102935569958063	0.17632481890964544	106.01944338543652	10222.70758673275
std	0.16063023292040313	0.18266613895605144	0.3013963188021031	0.3811326110535533	119.97614794469848	137.67665344329689
min	0.008150077160493818	4.861448711716091e-05	0.0	0.0	1.0	9954.0
25%	0.5	0.0030120552211946035	0.0	0.0	11.0	10045.0
50%	0.6263646278635278	0.020750102578239223	0.0	0.0	51.0	10278.0
75%	0.7478920973240004	0.08801932334816467	0.0	0.0	140.25	10332.0
max	1.0	1.0	1.0	1.0	415.0	10368.0
