index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	16559.0	16559.0	16559.0	16559.0	16559.0	16559.0
mean	0.813919765144472	0.25172802784372433	0.5746119934778671	0.7043299716166436	49.82233226644121	22975.942206654992
std	0.19098340623213858	0.2857047598761345	0.49441663873907216	0.4563571404685881	62.30010250526235	77.74338818081031
min	0.010149201943095043	2.1904845351791818e-05	0.0	0.0	1.0	22707.0
25%	0.7249351205059829	0.010272083311785111	0.0	0.0	8.0	22945.0
50%	0.869389069094386	0.13149635611896152	1.0	1.0	23.0	23002.0
75%	0.9620241156546139	0.41912754601295865	1.0	1.0	68.0	23034.0
max	1.0	1.0000000000000002	1.0	1.0	350.0	23056.0
