index	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
count	181.0	181.0	181.0	181.0	181.0	181.0	181.0
mean	0.5915747701206341	0.016623774297819246	0.04625150616700074	0.11842181246741286	41.027605787096995	22992.89986227066	65.66298342541437
std	0.22222929559170687	0.04818986083331552	0.11861825806354032	0.20889786536392524	103.12525722563703	122.68881798125953	122.76536884980023
min	0.06796897969413478	2.339076918898566e-05	0.0	0.0	1.0	22013.0	2.0
25%	0.48462902157578025	0.0004718244763375347	0.0	0.0	3.0	22986.76388888889	9.0
50%	0.6025463410371751	0.0019749063251278376	0.0	0.0	9.375	23031.0	27.0
75%	0.7442525962490537	0.008587730270338647	0.022727272727272728	0.14596949891067537	35.77777777777778	23050.0	72.0
max	0.9913648390734796	0.4435276469409226	0.9016393442622951	0.918918918918919	884.2313575525812	23057.0	1046.0
