SF	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
3000091	0.8341157333833563	0.1970954077018142	0.5454545454545454	0.7272727272727273	7.090909090909091	9831.0	11
3000094	0.9605403122013625	0.4198639996648263	0.9166666666666666	0.9166666666666666	9.833333333333334	9830.0	12
3000097	0.7502039724462641	0.17328427058620052	0.6666666666666666	0.7333333333333333	12.4	9827.0	15
3000098	0.8126932299033379	0.4975360339057535	0.8214285714285714	0.8571428571428571	17.071428571428573	9814.0	28
3000099	0.9288040437436419	0.06723274667678085	0.25	0.25	6.0	9830.0	12
3000100	0.5166205549505064	0.010609766838788568	0.05714285714285714	0.22857142857142856	31.02857142857143	9807.0	35
3000102	0.8273896131361533	0.1762752136498727	0.873015873015873	0.9682539682539683	60.98412698412698	9779.0	63
3000103	0.8745510605136545	0.000688986605463358	0.0	0.0	1.5	9838.0	4
3000104	0.7483767808571795	0.26477631447432987	0.8	0.8444444444444444	43.86666666666667	9797.0	45
3000110	0.6470608859348597	0.17479887953835474	0.8260869565217391	0.9420289855072463	13.18840579710145	9773.0	69
3000113	0.7331203374025094	0.3801895889313546	0.6666666666666666	0.8333333333333334	5.333333333333333	9830.0	12
3000114	0.8537425875311635	0.394337219757112	0.8333333333333334	0.8888888888888888	13.11111111111111	9824.0	18
3000116	0.6542807678124617	0.11777162755199833	0.703125	0.921875	61.40625	9778.0	64
3000118	0.7753402132087761	0.14181998270849522	0.8108108108108109	0.9324324324324325	72.54054054054055	9768.0	74
3000119	0.79743797340466	0.3811795081483958	0.7666666666666667	0.8666666666666667	26.733333333333334	9812.0	30
3000120	0.5990609300474167	0.07497735956936226	0.5614035087719298	0.7543859649122807	53.333333333333336	9785.0	57
3000121	0.87102730907366	0.009836832768361904	0.0	0.25	2.5	9838.0	4
3000122	0.931451632438508	0.262538448905472	0.7692307692307693	0.9230769230769231	6.461538461538462	9829.0	13
3000125	0.9137298050449965	0.2618685695522386	0.7368421052631579	0.8947368421052632	13.68421052631579	9823.0	19
3000129	0.7029488761460234	0.10027659653754716	0.5555555555555556	0.6666666666666666	25.11111111111111	9815.0	27
3000130	0.9978150406504065	0.01799242424242424	0.0	0.0	1.0	9840.0	2
3000131	0.7559210821733274	0.05026899784776124	0.11764705882352941	0.4117647058823529	12.470588235294118	9825.0	17
3000132	0.6266649351970244	0.004492036655777925	0.0	0.1	7.0	9832.0	10
3000134	0.7493927000006556	0.27639934787856374	0.9473684210526315	0.9868421052631579	53.31578947368421	9766.0	76
3000135	0.6342667358828311	0.0555094963770576	0.4056603773584906	0.7452830188679245	81.28301886792453	9736.0	106
3000137	0.43202243255680994	0.14212462612733778	0.5714285714285714	0.7142857142857143	10.952380952380953	9821.0	21
3000142	0.5845791237229907	0.046962630526192026	0.2	0.5	8.8	9832.0	10
3000143	0.5882650314588342	0.019797204213882393	0.2545454545454545	0.5454545454545454	46.07272727272727	9787.0	55
3000148	0.7854661941805399	0.3492714240875152	0.625	0.75	5.25	9834.0	8
