index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	12425.0	12425.0	12425.0	12425.0	12425.0	12425.0
mean	0.7395586892929107	0.08045993788041837	0.3088933601609658	0.516056338028169	45.30527162977867	14213.675653923541
std	0.1665041505125244	0.15307825224729446	0.46205566216703375	0.49976223907207373	62.212046970092295	75.7493042207764
min	0.0025917623984309524	3.51271603203597e-05	0.0	0.0	1.0	13946.0
25%	0.6296761851343636	0.003932545567422974	0.0	0.0	7.0	14187.0
50%	0.7419165145344755	0.018171679226698125	0.0	1.0	21.0	14242.0
75%	0.8678566417446731	0.07934276538797112	1.0	1.0	55.0	14265.0
max	1.0	1.0	1.0	1.0	332.0	14277.0
