index	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
count	181.0	181.0	181.0	181.0	181.0	181.0	181.0
mean	0.6190451696673658	0.01571063276469387	0.05653589198266005	0.15341142190569473	20.50902001475746	10041.626468424525	30.204419889502763
std	0.16911128840852216	0.033621290730338156	0.12459671533830012	0.24122107828365527	43.613298837610266	50.77957287164827	50.80526200131944
min	0.1733786870592909	6.676021312347268e-05	0.0	0.0	1.0	9661.0	2.0
25%	0.5120948257147749	0.0006872058867875517	0.0	0.0	1.9696969696969697	10037.0	5.0
50%	0.6077954319761668	0.0024855288756011596	0.0	0.0	5.428571428571429	10058.0	13.0
75%	0.7446652436312362	0.013190544585674419	0.047619047619047616	0.22857142857142856	18.19047619047619	10067.0	35.0
max	0.9699215257772922	0.24669020415237874	0.7027027027027027	0.934640522875817	350.18978102189783	10070.0	411.0
