fold	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
a.1	0.48213036443801977	0.0008880323886275257	0.00819672131147541	0.00819672131147541	15.262295081967213	23227.44262295082	122
a.10	0.5427737491760878	0.0003322440537846846	0.0	0.0	5.166666666666667	23334.0	6
a.101	0.5492859912059431	0.005823625326412528	0.0	0.3333333333333333	37.0	23261.0	3
a.102	0.5228136355911014	0.006125124800159261	0.036585365853658534	0.10975609756097561	51.792682926829265	23261.0	82
a.11	0.2910154821101966	0.00028230280198571163	0.0	0.0	9.066666666666666	23328.0	15
a.116	0.6137500180164598	0.06415713630388728	0.5	0.5	150.0	23127.0	2
a.117	0.570606794367334	0.010231364339387518	0.0	1.0	150.0	23127.0	1
a.118	0.6420388782355325	0.029558101426926622	0.19907407407407407	0.5555555555555556	169.39814814814815	23127.0	216
a.135	0.883980830065389	0.009667803210265091	0.0	0.0	19.0	23326.0	1
a.136	0.8334041539105568	0.005721789388075723	0.0	0.0	17.0	23326.0	2
a.137	0.73896087220981	0.004469407217678317	0.0	0.058823529411764705	18.294117647058822	23326.0	17
a.139	0.7584545044896523	0.005365316328361187	0.0	0.3333333333333333	13.0	23330.0	3
a.140	0.7477396376433602	0.029998330374896888	0.23076923076923078	0.38461538461538464	11.307692307692308	23330.0	13
a.143	0.5688182986929505	0.00027760294076375575	0.0	0.0	4.0	23335.0	3
a.144	0.5878514417337537	0.00029681604443642376	0.0	0.0	5.5	23335.0	8
a.158	0.7677941965362688	0.0009439371564052283	0.0	0.0	5.666666666666667	23336.0	3
a.159	0.5722300954720821	0.0011112701026072247	0.0	0.0	6.142857142857143	23336.0	7
a.2	0.5339079005579719	0.008165621633328212	0.05102040816326531	0.17346938775510204	79.40816326530613	23245.0	98
a.22	0.3923149140140783	0.0025722492585466225	0.0	0.0	9.333333333333334	23335.0	3
a.23	0.7238140668251286	0.01840019894206916	0.0	0.2727272727272727	33.36363636363637	23310.727272727272	11
a.24	0.579211606803014	0.011884321010198267	0.09	0.3	90.65	23245.19	100
a.245	0.7436889783832932	0.0005860063621341392	0.0	0.0	3.0	23341.0	3
a.246	0.7506292575296688	0.0009403553800678343	0.0	0.0	3.5	23341.0	2
a.25	0.5102157848022587	0.00333953816572682	0.016129032258064516	0.04032258064516129	36.03225806451613	23219.0	124
a.27	0.3618311836606802	0.0006683496997063175	0.0	0.0	19.0	23292.0	3
a.28	0.35236472317306927	0.0014233180252491433	0.0	0.0	30.62962962962963	23288.666666666668	54
a.29	0.42942726873294096	0.004597215128285211	0.008771929824561403	0.06140350877192982	78.55263157894737	23234.71052631579	114
a.3	0.5351084168226337	0.025201199669645027	0.0	0.6666666666666666	398.0	22787.0	3
a.30	0.7373575324976788	0.0801256020562852	0.5	0.5	9.5	23335.0	8
a.301	0.6303383014677864	0.042516269394290256	0.0	0.5	502.0	22124.0	2
a.302	0.5261671628438335	0.026957383068580077	0.0	0.0	502.0	22124.0	1
a.32	0.8658083772474758	0.00046955082717112077	0.0	0.0	3.0	23341.0	1
a.33	0.9122913185667566	0.003183198392339234	0.0	0.0	3.5	23341.0	2
a.34	0.9620651428816246	0.003992723355501451	0.0	0.0	4.0	23341.0	2
a.36	0.08197283284055368	2.3337222870478414e-05	0.0	0.0	1.0	23337.0	1
a.37	0.17674722543600288	2.6395588184107743e-05	0.0	0.0	1.0	23337.0	2
a.38	0.3568101597165858	0.0011821695789708887	0.0	0.0	8.444444444444445	23283.666666666668	9
a.39	0.5937155608363923	0.010192935539636884	0.0	0.07692307692307693	37.10650887573964	23179.36094674556	169
