index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	11684.0	11684.0	11684.0	11684.0	11684.0	11684.0
mean	0.577405309987369	0.04083204261029007	0.11965080451900034	0.30272167066073263	269.1901745977405	22947.459260527216
std	0.21138572561904495	0.08062339295047369	0.3245666426868561	0.45945546917874774	336.9710478207599	406.3799494604309
min	0.0026603864102228147	2.186365822729459e-05	0.0	0.0	1.0	22124.0
25%	0.47595271210391527	0.001349692559241541	0.0	0.0	19.0	22660.0
50%	0.5927856134219562	0.010080966356584878	0.0	0.0	105.0	23091.0
75%	0.7226559180479917	0.03744568377790558	0.0	1.0	502.0	23261.0
max	0.9997418133310383	0.9189662584861166	1.0	1.0	1221.0	23344.0
