index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	8105.0	8105.0	8105.0	8105.0	8105.0	8105.0
mean	0.6238313842176936	0.04900789806958896	0.21196792103639728	0.40370141887723626	142.79259716224553	15297.006045650833
std	0.18142451287750821	0.09028958840171702	0.4087274559232621	0.490669224565839	175.1354596153725	189.95395760510607
min	0.005788758812495964	3.252244048393391e-05	0.0	0.0	1.0	14914.0
25%	0.5235320327922509	0.002319859853119516	0.0	0.0	12.0	15247.0
50%	0.6341833441034821	0.01237097710177044	0.0	0.0	61.0	15386.0
75%	0.75170835224518	0.05016138921289724	0.0	1.0	204.0	15429.0
max	1.0	1.0	1.0	1.0	566.0	15479.0
