index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	19727.0	19727.0	19727.0	19727.0	19727.0	19727.0
mean	0.8433772359100166	0.13800056297359872	0.31515182237542455	0.5093019719166625	60.25498048360116	27460.94550615907
std	0.14842158839184233	0.22828533999759115	0.4645880892622789	0.4999261371050196	74.5400848172232	96.3380332425777
min	0.0022316568691486682	1.818314059204306e-05	0.0	0.0	1.0	27164.0
25%	0.7727189740567153	0.00406759107516175	0.0	0.0	9.0	27418.0
50%	0.8860873194454526	0.022066805564771738	0.0	1.0	29.0	27494.0
75%	0.9586482075807722	0.1478913178937914	1.0	1.0	85.0	27533.0
max	1.0	1.0000000000000002	1.0	1.0	398.0	27561.0
