superfamily	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
a.1.1	0.7165374383702536	0.20527973080558445	0.9043478260869565	0.9130434782608695	68.56521739130434	23236.739130434784	115
a.1.2	0.8150557627900662	0.057566083584884645	0.14285714285714285	0.2857142857142857	3.2857142857142856	23340.714285714286	7
a.10.1	0.9952969660610216	0.8586595926123484	1.0	1.0	7.0	23336.0	2
a.10.2	0.9999999999999999	0.9999999999999998	1.0	1.0	7.0	23336.0	1
a.100.1	0.7347607193715122	0.05934898937433257	0.53125	0.65625	36.0	23279.0	64
a.101.1	0.7798048254678261	0.05825916292916386	0.3333333333333333	0.6666666666666666	41.0	23298.0	3
a.102.1	0.738490574411136	0.11386147580210802	0.8444444444444444	0.9777777777777777	34.333333333333336	23298.0	45
a.102.2	0.9166440531109111	0.20183100080584426	0.3333333333333333	0.6666666666666666	2.6666666666666665	23339.0	3
a.102.3	0.8157353443948571	0.21404901669580548	0.2857142857142857	0.42857142857142855	9.285714285714286	23332.571428571428	7
a.102.4	0.5707126736725556	0.0360116644038052	0.2631578947368421	0.631578947368421	12.157894736842104	23324.0	19
a.102.5	0.7567368215921271	0.12435568263507427	1.0	1.0	11.0	23325.0	2
a.102.6	0.6830127642989379	0.3731630291151298	1.0	1.0	11.0	23325.0	1
a.103.1	0.7453292132901203	0.28371952457908023	0.9047619047619048	0.9047619047619048	24.61904761904762	23309.14285714286	21
a.104.1	0.8436801277788373	0.2805261475564439	0.9844961240310077	1.0	34.96124031007752	23214.0	129
a.109.1	0.05205432500749753	8.789656697484865e-05	0.0	0.0	4.0	23341.0	1
a.11.1	0.9963310183964481	0.7009717471060136	0.7	0.9	3.3	23336.6	10
a.11.2	0.9872150569886022	0.16087831987426562	0.2	0.8	4.0	23338.0	5
a.110.1	0.7289676249232395	0.6667105667039459	1.0	1.0	3.0	23341.0	2
a.111.1	0.5645843382171002	0.5000404824271535	0.6666666666666666	0.6666666666666666	3.0	23342.0	3
a.113.1	0.5289082234866	0.18615962366281372	0.5	0.5	6.5	23337.5	2
a.114.1	0.9071157115711572	0.6308080524422703	1.0	1.0	12.0	23331.0	2
a.116.1	0.7465448566591684	0.31484082441759526	0.9285714285714286	1.0	14.142857142857142	23323.285714285714	14
a.117.1	0.40130199584899473	0.04371402856544531	1.0	1.0	61.0	23277.0	1
a.118.1	0.5355858386707921	0.05832456420886955	0.4782608695652174	0.7536231884057971	59.3768115942029	23279.695652173912	69
a.118.11	1.0	1.0	1.0	1.0	1.0	23343.0	1
a.118.12	0.42147538876751056	3.695764653706852e-05	0.0	0.0	1.0	23343.0	1
a.118.13	0.6217174313498692	0.5000424488692483	1.0	1.0	2.0	23343.0	1
a.118.14	1.0	1.0	1.0	1.0	1.0	23344.0	2
a.118.15	0.9673650385604113	0.42513507150650687	1.0	1.0	5.0	23340.0	1
a.118.16	0.7841875535561268	0.018172695588477446	0.0	0.5	4.0	23340.0	2
a.118.17	0.9006236313434256	0.12171042898369212	0.3333333333333333	0.3333333333333333	3.0	23340.0	3
a.118.18	1.0	1.0	1.0	1.0	1.0	23344.0	1
a.118.19	1.0	1.0	1.0	1.0	1.0	23344.0	1
a.118.23	0.9983721727210417	0.0125	0.0	0.0	1.0	23344.0	1
a.118.24	0.9840644276901988	0.001326259946949602	0.0	0.0	1.0	23344.0	1
a.118.29	1.0	1.0	1.0	1.0	2.0	23342.0	1
a.118.3	0.91144044644888	0.40040763430068405	0.4	0.4	3.0	23339.6	5
a.118.30	1.0	1.0	1.0	1.0	2.5	23342.0	2
a.118.4	0.5825978922114643	5.102561485865905e-05	0.0	0.0	1.0	23342.0	1
a.118.5	0.2099006083454717	2.708265626692666e-05	0.0	0.0	1.0	23342.0	1
a.118.6	0.35198354896752637	3.299023489047242e-05	0.0	0.0	1.0	23342.0	1
a.118.7	0.7071645194411453	0.22872628648104806	1.0	1.0	47.0	23271.0	3
a.118.8	0.666606653993849	0.11371805959280633	0.6533333333333333	0.7733333333333333	52.586666666666666	23273.28	75
a.118.9	0.9594140191397571	0.415512436840325	0.7058823529411765	0.8235294117647058	11.470588235294118	23329.882352941175	17
a.119.1	0.974250614953378	0.3356979468610794	0.3333333333333333	0.3333333333333333	3.0	23319.333333333332	3
a.12.1	0.9940764385792022	0.007601751248843088	0.0	0.0	2.0	23339.0	1
a.120.1	0.9923130827755849	0.007591099886168438	0.0	0.0	3.0	23308.0	1
a.121.1	0.9566423762527259	0.06643814817927622	0.10526315789473684	0.2631578947368421	5.684210526315789	23307.92105263158	38
