index	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
count	259.0	259.0	259.0	259.0	259.0	259.0	259.0
mean	0.49905538279675177	0.0022217986691974493	0.0008337147779361027	0.02525857893401118	70.25885646750076	33608.898335625025	71.53667953667954
std	0.09502355801657235	0.005284067280076747	0.00391310901132539	0.10292635833407549	174.55434148441546	530.6541187199545	321.1976763502621
min	0.16016816741210274	1.7664099484208295e-05	0.0	0.0	1.0	28998.0	1.0
25%	0.4607189869853335	0.00016369178208568982	0.0	0.0	4.0	33657.0	3.0
50%	0.4993841835892356	0.000478193405095552	0.0	0.0	12.21311475409836	33719.0	3.0
75%	0.5308870287442394	0.0015690366854003714	0.0	0.0	43.82666666666667	33752.54411764706	52.5
max	0.8416644450368791	0.03781841034777193	0.03417190775681342	1.0	1220.0	33766.0	4770.0
