index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	11684.0	11684.0	11684.0	11684.0	11684.0	11684.0
mean	0.6233683860693566	0.05185507826370826	0.2327969873331051	0.4077370763437179	269.1901745977405	22947.459260527216
std	0.18632151257447588	0.09003362152901562	0.42263203547458916	0.4914348613127778	336.9710478207599	406.3799494604309
min	0.020521499457340723	2.2222222222222223e-05	0.0	0.0	1.0	22124.0
25%	0.5247604786479831	0.0020397412333107478	0.0	0.0	19.0	22660.0
50%	0.640296993404306	0.013932686915400633	0.0	0.0	105.0	23091.0
75%	0.7555381109402332	0.058532083459243156	0.0	1.0	502.0	23261.0
max	0.9999357326478149	0.9578408250828202	1.0	1.0	1221.0	23344.0
