index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	31429.0	31429.0	31429.0	31429.0	31429.0	31429.0
mean	0.7754231649964755	0.28144074551315684	0.7376626682363422	0.8183206592637373	381.9447643895765	33108.57879665277
std	0.17717406377103184	0.32408488571297406	0.4399120520973731	0.3855861621522446	778.6044294651554	1353.0303000348747
min	0.00023693173404415457	1.4811303987203034e-05	0.0	0.0	1.0	29649.0
25%	0.6550786291028712	0.027451884827659388	0.0	1.0	17.0	33503.0
50%	0.7915432171920675	0.12190752188042421	1.0	1.0	56.0	33673.0
75%	0.94187023047584	0.48388240408586675	1.0	1.0	184.0	33733.0
max	1.0	1.0	1.0	1.0	4108.0	33766.0
