index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	10406.0	10406.0	10406.0	10406.0	10406.0	10406.0
mean	0.4979820717701199	0.0025462180639186935	0.0018258696905631366	0.0200845665961945	32.18643090524697	14330.214491639439
std	0.1201941772213426	0.0041025019545099526	0.04269322018846179	0.1402963587991553	37.54809611381904	45.134137475495976
min	0.0001391885308650309	3.478260869565217e-05	0.0	0.0	1.0	14201.0
25%	0.45412561402157836	0.00044121956995284904	0.0	0.0	6.0	14304.0
50%	0.4998830250246511	0.0012913396313936412	0.0	0.0	16.0	14346.0
75%	0.5448096168495331	0.0035653120186862662	0.0	0.0	44.0	14366.0
max	0.9969049937404367	0.2503106530055985	1.0	1.0	178.0	14378.0
