superfamily	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
b.77.3	0.9999288221879059	0.944290438421217	1.0	1.0	7.181818181818182	33753.818181818184	11
b.77.4	1.0	1.0	1.0	1.0	12.0	33744.0	1
b.78.1	0.9885199596603381	0.8637399137285523	1.0	1.0	14.0	33742.75	24
b.8.1	0.567682069026155	0.16397214070763053	0.5	0.5	6.166666666666667	33759.0	6
b.80.1	0.8785103210120744	0.3131166065170814	0.9032258064516129	0.9354838709677419	29.161290322580644	33734.0	31
b.80.3	1.0	1.0	1.0	1.0	1.0	33765.0	1
b.80.4	1.0	1.0	1.0	1.0	1.5	33765.0	2
b.80.5	1.0	1.0	1.0	1.0	2.0	33763.0	2
b.80.6	1.0	1.0	1.0	1.0	2.0	33763.0	1
b.80.7	0.8936498533898053	0.6000221888357459	0.6	0.6	1.8	33763.0	5
b.80.8	0.9420257470104858	0.4017777056431915	0.8	0.8	41.2	33724.0	5
b.81.1	0.8524565917037977	0.32944180038231163	1.0	1.0	48.791044776119406	33698.0	67
b.81.2	0.8017040019014232	0.14739452250827068	1.0	1.0	100.0	33659.0	1
b.81.3	0.789392881547283	0.04656978347144392	1.0	1.0	100.0	33659.0	1
b.81.4	0.7832322707151133	0.09754707629702022	1.0	1.0	100.0	33659.0	1
b.82.1	0.8110026435274892	0.14656583177899182	0.8715596330275229	0.908256880733945	91.21100917431193	33660.10091743119	109
b.82.2	0.7681949857469001	0.09589167691857108	0.6521739130434783	0.855072463768116	54.391304347826086	33699.47826086957	69
b.82.3	0.7430937906261293	0.3250488753200014	0.9649122807017544	0.9649122807017544	29.07017543859649	33711.78947368421	57
b.82.4	0.4367169218921241	4.8990410421828986e-05	0.0	0.0	2.0	33761.0	1
b.82.5	0.33381527502147446	7.191423175680047e-05	0.0	0.0	3.5	33761.0	4
b.82.7	0.8818253615676982	0.00037694209687243483	0.0	0.0	2.0	33765.0	3
b.83.1	0.7157047034799456	0.22983700993302617	0.6666666666666666	1.0	7.0	33743.0	3
b.84.1	0.7804016960717255	0.3749587674107252	0.88	0.92	11.52	33742.76	25
b.84.2	0.7105504204552866	0.12438312114164954	0.6296296296296297	0.6296296296296297	14.444444444444445	33743.333333333336	27
b.84.3	0.3385694752508803	8.252282277180425e-05	0.0	0.0	3.6666666666666665	33761.0	6
b.84.4	0.7608432069510268	0.00017523603278738612	0.0	0.0	3.0	33760.0	5
b.84.5	1.0	1.0	1.0	1.0	1.0	33755.0	3
b.85.1	0.9998322470745075	0.5022782004498346	0.5	0.8	2.1	33755.0	10
b.85.2	0.9999308928641946	0.6833333333333332	0.6666666666666666	1.0	1.0	33764.0	3
