SF	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
3000226	0.7867999067923888	0.007924925702935428	0.0	0.06451612903225806	3.7419354838709675	23028.0	31
3000228	0.99846103423512	0.16770255220757346	0.16666666666666666	0.8333333333333334	4.0	23053.0	6
3000231	0.53831750025304	0.0001227029324210154	0.0	0.0	1.6666666666666667	23053.0	6
3000233	0.7388934014727143	0.007650752016278396	0.0	0.125	12.916666666666666	23035.0	24
3000238	0.9896917649780246	0.002763973287811944	0.0	0.0	1.3333333333333333	23056.0	3
3000255	0.9576855398544679	0.09345820679077656	0.3125	0.75	24.791666666666668	23011.0	48
3000256	0.9272697690195955	0.003393268010186275	0.0	0.0	3.4545454545454546	23048.0	11
3000260	0.7745198203032366	0.005627156789611246	0.0	0.1111111111111111	17.944444444444443	23023.0	36
3000264	0.6972941853211139	0.00567202376289608	0.0	0.0	16.153846153846153	23033.0	26
3000265	0.9426090602813805	0.007772470442031728	0.0	0.16666666666666666	1.6666666666666667	23053.0	6
3000266	0.9709362357925976	0.15540095008347793	0.4666666666666667	0.8	8.4	23044.0	15
3000267	0.6326038227112736	0.0019933830144872526	0.0	0.0	4.9411764705882355	23042.0	17
3000268	0.8679779315275995	0.035427197626736295	0.0	0.375	9.0	23043.0	16
3000272	0.3447887592559588	0.0005086093692347262	0.0	0.0	13.92	23034.0	25
3000273	0.7215369256837036	0.0017110596153706145	0.0	0.0	6.857142857142857	23045.0	14
3000274	0.9381011248951736	0.004531599499499233	0.0	0.0	3.6	23054.0	5
3000276	0.04598224612537589	3.000613347801408e-05	0.0	0.0	1.3333333333333333	23056.0	3
3000278	0.9546235529610074	0.2081979254878656	0.7142857142857143	0.8571428571428571	5.142857142857143	23052.0	7
3000283	0.7465178231615105	0.0077988408786513275	0.045454545454545456	0.18181818181818182	16.0	23037.0	22
3000295	0.7527145420531276	0.06694976211509451	0.22727272727272727	0.5909090909090909	19.727272727272727	23037.0	22
3000299	0.7211323984498141	0.004582380229448461	0.0	0.125	6.0	23051.0	8
3000300	0.8724344930805605	0.0056084379814293935	0.0	0.125	3.75	23051.0	8
3000304	0.7926720013061515	0.041673339232838426	0.1267605633802817	0.4507042253521127	41.971830985915496	22988.0	71
3000305	0.6296543638170764	0.00044682778888574575	0.0	0.0	1.951219512195122	23018.0	41
3000308	0.6470532010991052	0.0013037253246214015	0.0	0.0	8.545454545454545	23048.0	11
3000309	0.9820003712879982	0.26240129220188746	0.36363636363636365	0.974025974025974	55.76623376623377	22982.0	77
3000310	0.9817951164505356	0.011172963275643731	0.0	0.0	1.0	23057.0	2
3000312	0.44579321014429885	0.00010737875208430845	0.0	0.0	2.4	23054.0	5
3000313	0.7784986567662201	0.12137486873314773	0.5014245014245015	0.8888888888888888	274.65527065527067	22708.0	351
3000318	0.8709836768662851	0.010487552125730179	0.0	0.11764705882352941	7.764705882352941	23042.0	17
3000320	0.5561447967747623	0.0016034446198413012	0.0	0.027777777777777776	24.27777777777778	23023.0	36
3000325	0.410293515684439	0.06849619172779088	0.36363636363636365	0.36363636363636365	7.090909090909091	23048.0	11
3000330	0.6284249183499814	0.011018373532254546	0.045454545454545456	0.18181818181818182	15.090909090909092	23037.0	22
3000334	0.7936345350967925	0.017080888860283337	0.03571428571428571	0.32142857142857145	41.607142857142854	23003.0	56
3000335	0.9989658474009072	0.3361166403948509	0.2857142857142857	1.0	3.4285714285714284	23052.0	7
3000336	0.26147509151153087	5.8303683384036304e-05	0.0	0.0	1.7142857142857142	23052.0	7
3000337	0.8605440332075035	0.0016808182316078314	0.0	0.0	5.333333333333333	23047.0	12
3000338	0.6892597223537001	0.0002779686541129602	0.0	0.0	3.272727272727273	23048.0	11
3000345	0.9970615024288688	0.02927300682454406	0.0	0.3333333333333333	1.3333333333333333	23056.0	3
3000350	0.9995662734212353	0.07441077441077441	0.0	0.6666666666666666	1.3333333333333333	23056.0	3
3000351	0.9426009816141281	0.05301297312708308	0.18181818181818182	0.5454545454545454	8.909090909090908	23048.0	11
3000352	0.7095319654215606	0.0006730666519840421	0.0	0.0	4.833333333333333	23047.0	12
3000354	0.5005765199161425	7.389690803895975e-05	0.0	0.0	1.5	23055.0	4
3000376	0.9904463537093973	0.06873552381227872	0.125	0.4375	6.375	23043.0	16
3000379	0.9952661866342789	0.04606635104524183	0.0	0.6	2.4	23054.0	5
3000382	0.9237689393939394	0.00039020877847228004	0.0	0.0	1.3333333333333333	23056.0	3
