SF	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
3000001	0.8769909942041424	0.1798472957022064	0.5	0.7777777777777778	28.833333333333332	11815.0	36
3000003	0.964969748135641	0.22722174632838485	0.3333333333333333	0.5	1.6666666666666667	11845.0	6
3000006	0.9471341337537182	0.3211061829059616	0.6	0.8	8.6	11841.0	10
3000019	0.5341168031057473	0.00014905637735754582	0.0	0.0	1.0	11849.0	2
3000020	0.9970268727537773	0.6187238154022319	0.8695652173913043	1.0	15.652173913043478	11828.0	23
3000025	0.9147818381298	0.0005008985036800101	0.0	0.0	1.0	11849.0	2
3000026	0.8503875805407839	0.02336589294176795	0.0	0.25	2.5	11847.0	4
3000031	0.8519198934416491	0.16992828131576024	0.7468354430379747	0.9113924050632911	68.25316455696202	11772.0	79
3000033	0.9362507249641525	0.15449771920477456	0.47368421052631576	0.7368421052631579	13.368421052631579	11832.0	19
3000034	0.7618237776694274	0.09641759670491397	0.575	0.8	76.875	11771.0	80
3000035	0.8797345162347527	0.18200211612393594	0.5675675675675675	0.8108108108108109	33.567567567567565	11814.0	37
3000050	0.999183903194034	0.2822979797979798	0.16666666666666666	0.6666666666666666	1.6666666666666667	11845.0	6
3000053	0.7503614993161368	0.0024116746218199527	0.0	0.0	4.923076923076923	11838.0	13
3000055	0.9510470696485062	0.18964166412096956	0.5652173913043478	0.7391304347826086	15.73913043478261	11828.0	23
3000058	0.7932277145595259	0.015711643287538327	0.08	0.16	9.84	11826.0	25
3000059	0.9253071082772046	0.11532978279352912	0.46153846153846156	0.9230769230769231	11.384615384615385	11838.0	13
3000061	0.9920722982848162	0.26838356026314764	0.25	0.3333333333333333	1.8333333333333333	11839.0	12
3000062	0.9974625752715405	0.3385796366201164	0.6	0.6	3.6	11846.0	5
3000064	0.6263927576601671	0.00027099580997970793	0.0	0.0	2.0	11847.0	4
3000066	0.8172433353337549	0.025577917313705144	0.13636363636363635	0.2727272727272727	26.0	11785.0	66
3000067	0.8468111598851934	0.00043522584923942967	0.0	0.0	1.6	11846.0	5
3000068	0.8614033490003296	0.05400787803248589	0.21428571428571427	0.48214285714285715	35.892857142857146	11795.0	56
3000069	0.932698621773652	0.06356946022123217	0.23529411764705882	0.5882352941176471	23.294117647058822	11817.0	34
3000070	0.7728410916926011	0.05256071252495883	0.27184466019417475	0.6116504854368932	88.05825242718447	11748.0	103
3000071	0.9656949848801072	0.5714774109596318	0.875	0.8928571428571429	77.30357142857143	11739.0	112
3000073	1.0	1.0	1.0	1.0	1.5	11847.0	4
3000077	0.8621822799050937	0.13053446293128235	0.7631578947368421	0.868421052631579	34.1578947368421	11813.0	38
3000080	0.922231463878327	0.07821427360844806	0.25	0.3125	9.625	11835.0	16
3000083	0.8472130769829046	0.028454696299947426	0.046153846153846156	0.26153846153846155	5.815384615384615	11786.0	65
3000087	0.907302903535323	0.24734764024154915	0.6956521739130435	0.9130434782608695	66.81159420289855	11782.0	69
3000089	0.9941506110986812	0.8242360683918746	0.9512195121951219	0.975609756097561	35.26829268292683	11810.0	41
3000091	0.878010644936144	0.053362939792766684	0.1875	0.4375	10.125	11835.0	16
3000094	0.9540274008889368	0.3037093362681738	0.7857142857142857	0.7857142857142857	11.142857142857142	11837.0	14
3000097	0.9131664699369072	0.3626642347902528	0.75	0.8125	13.375	11835.0	16
3000098	0.9073201202365898	0.5693005125286942	0.8611111111111112	0.9166666666666666	19.38888888888889	11815.0	36
3000099	0.9341141214066503	0.029299657980973337	0.0	0.25	6.0	11839.0	12
3000100	0.68549119517498	0.017465552056112853	0.0	0.19047619047619047	37.523809523809526	11809.0	42
3000102	0.9146197355712495	0.2541464103342499	0.8817204301075269	0.967741935483871	89.39784946236558	11758.0	93
3000103	0.8649095410933851	0.00973944920045403	0.0	0.0	1.5	11847.0	4
3000104	0.8823147926392495	0.32525429476790385	0.8085106382978723	0.8936170212765957	45.787234042553195	11804.0	47
3000110	0.9088704914962695	0.1437276698574651	0.4642857142857143	0.7142857142857143	13.333333333333334	11767.0	84
3000113	0.9376162492333495	0.4542771367138722	0.6666666666666666	0.8666666666666667	7.2	11836.0	15
3000114	0.8204432000160556	0.19965735449496058	0.5185185185185185	0.6296296296296297	20.296296296296298	11824.0	27
3000116	0.8546287676777964	0.1675247410193576	0.7142857142857143	0.8857142857142857	67.28571428571429	11781.0	70
3000118	0.8910691415976856	0.20641204032969862	0.9134615384615384	0.9711538461538461	101.23076923076923	11747.0	104
3000119	0.920342255106547	0.2876618404049404	0.8181818181818182	0.9090909090909091	29.03030303030303	11818.0	33
3000120	0.8113876856308628	0.1551153235301872	0.6493506493506493	0.8571428571428571	72.18181818181819	11774.0	77
3000121	0.9193589797698433	0.003727939673290249	0.0	0.0	2.5	11847.0	4
3000122	0.9776842966356731	0.3491794408979364	0.8235294117647058	0.8823529411764706	8.235294117647058	11834.0	17
3000125	0.9399966901378031	0.29903082757536587	0.7631578947368421	0.8421052631578947	25.842105263157894	11813.0	38
3000129	0.775773597596616	0.1273999286923306	0.5172413793103449	0.6206896551724138	26.896551724137932	11822.0	29
3000130	0.9293189298674993	0.0007300805348361404	0.0	0.0	1.0	11849.0	2
3000131	0.828811952943645	0.02256740784054024	0.038461538461538464	0.2692307692307692	17.307692307692307	11825.0	26
3000132	0.6328649996672527	0.1824764844303298	0.5	0.5833333333333334	8.166666666666666	11839.0	12
3000134	0.9509191563076365	0.4055881905194651	0.8928571428571429	0.9761904761904762	58.42857142857143	11767.0	84
3000135	0.6973069472214359	0.05059291485419294	0.22413793103448276	0.6120689655172413	89.15517241379311	11735.0	116
3000137	0.7253874127952978	0.14154274450282478	0.6296296296296297	0.8148148148148148	11.62962962962963	11824.0	27
3000142	0.8738431204196342	0.025714737500731742	0.1	0.5	8.8	11841.0	10
3000143	0.791037886132058	0.05160319213591385	0.29508196721311475	0.7377049180327869	50.622950819672134	11790.0	61
3000148	0.8912620550415555	0.5859320611991304	0.75	0.875	5.25	11843.0	8
3000149	0.9756052683285835	0.6428512899575881	0.9811320754716981	0.9811320754716981	41.35849056603774	11798.0	53
3000153	0.8811223791361009	0.0007321202865194603	0.0	0.0	1.9555555555555555	11806.0	45
3000157	0.9694809650340184	0.3883975282518354	0.734375	0.953125	41.59375	11787.0	64
3000158	0.6783687010964057	0.06637527240375155	0.3	0.5	8.2	11841.0	10
3000159	0.8995387540301838	0.5996297555285661	0.7857142857142857	0.7857142857142857	21.857142857142858	11823.0	28
3000160	0.9911347831189969	0.31092442806635895	0.6176470588235294	0.7941176470588235	22.176470588235293	11817.0	34
3000161	0.9478380153396495	0.5417607976481836	0.8235294117647058	0.8823529411764706	6.470588235294118	11834.0	17
3000162	1.0	1.0	1.0	1.0	3.142857142857143	11844.0	7
3000163	0.9180582241363029	0.2062372048405349	0.47368421052631576	0.8947368421052632	16.105263157894736	11832.0	19
3000164	0.9151015220557296	0.3281771530685313	0.6666666666666666	0.7333333333333333	11.733333333333333	11836.0	15
3000165	0.7969633960989614	0.0009843510171931237	0.0	0.0	4.0	11843.0	8
3000166	0.944789644012945	0.001917869745576981	0.0	0.0	1.6666666666666667	11845.0	6
3000168	0.6725597449381644	0.004576754531816866	0.0	0.14285714285714285	4.285714285714286	11844.0	7
3000181	0.9891753882511817	0.5342055058768723	1.0	1.0	2.0	11848.0	3
3000183	0.9055081884180314	0.043001801825065224	0.0	0.4	4.0	11846.0	5
3000189	0.9905055278926491	0.007586898395721926	0.0	0.0	1.0	11849.0	2
3000192	0.9996398618549075	0.7899787795235053	0.8571428571428571	1.0	4.857142857142857	11844.0	7
3000195	1.0	1.0	1.0	1.0	1.6666666666666667	11845.0	6
3000208	0.7648960293337194	0.4068721727728309	0.7142857142857143	0.8571428571428571	5.142857142857143	11844.0	7
3000210	0.9928119584403887	0.04340268505944038	0.0	0.25	4.25	11843.0	8
3000213	0.6616126445513633	0.00022491955315428967	0.0	0.0	1.5	11847.0	4
3000216	0.938312068723057	0.08555659503513771	0.09090909090909091	0.8181818181818182	15.636363636363637	11829.0	22
3000219	0.9965819900413537	0.01935634328358209	0.0	0.0	1.0	11849.0	2
3000223	0.9701213750978261	0.2793261340944476	0.8571428571428571	1.0	9.857142857142858	11837.0	14
3000224	0.9948105033651955	0.4820842468164312	0.6842105263157895	1.0	15.894736842105264	11832.0	19
3000226	0.9983667032750415	0.41273467447436823	0.42857142857142855	0.7857142857142857	3.4285714285714284	11837.0	14
3000228	0.9999296587040318	0.6708333333333334	0.5	1.0	2.5	11847.0	4
3000231	1.0	1.0	1.0	1.0	1.5	11847.0	4
3000233	0.9994976259512617	0.6826163370554721	0.8	0.9	4.6	11841.0	10
3000238	0.9979462075174431	0.026805555555555555	0.0	0.0	1.3333333333333333	11848.0	3
3000255	0.9982599222280416	0.530722937741006	0.5588235294117647	0.9117647058823529	19.647058823529413	11817.0	34
3000256	0.7569299525940579	0.0050819974734557455	0.0	0.0	3.25	11843.0	8
3000260	0.9836147267723547	0.28260839105188107	0.38461538461538464	0.8461538461538461	6.461538461538462	11838.0	13
3000264	0.756775835362576	0.4271896149815873	0.7142857142857143	0.8571428571428571	9.857142857142858	11837.0	14
3000265	0.9612452511608273	0.004319167977256735	0.0	0.0	1.6666666666666667	11845.0	6
3000266	0.9999883335948218	0.9858529367457939	1.0	1.0	8.142857142857142	11837.0	14
3000267	0.9887291188718915	0.18785577032242864	0.35714285714285715	0.6428571428571429	4.714285714285714	11837.0	14
3000268	0.8288879649116617	0.03182964412821914	0.0	0.35714285714285715	7.571428571428571	11837.0	14
3000272	0.7973416192715225	0.22434391037148513	0.5	0.6666666666666666	7.833333333333333	11839.0	12
3000273	0.9827968903897566	0.09511285650169114	0.16666666666666666	0.16666666666666666	2.6666666666666665	11845.0	6
3000274	0.9664478867690922	0.014270037131515765	0.0	0.2	3.6	11846.0	5
3000276	0.30787408220102963	6.181968396605134e-05	0.0	0.0	1.0	11849.0	2
3000278	0.9583702687491206	0.23631526641520295	0.6666666666666666	0.8333333333333334	4.666666666666667	11845.0	6
3000283	0.9651408937346436	0.11895945128993281	0.36363636363636365	0.5454545454545454	7.818181818181818	11840.0	11
3000295	0.9207563290216356	0.5619704382328112	0.75	0.85	17.9	11831.0	20
3000299	0.9757681917946985	0.09925530325513815	0.0	0.8	4.0	11846.0	5
3000300	0.9999015304974117	0.8622685185185185	1.0	1.0	1.3333333333333333	11848.0	3
3000304	0.9535626683302092	0.4718682701830972	0.8333333333333334	0.9583333333333334	16.083333333333332	11827.0	24
3000305	0.9999757358920149	0.9328780262712753	0.9230769230769231	1.0	1.9230769230769231	11825.0	26
