index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	3852.0	3852.0	3852.0	3852.0	3852.0	3852.0
mean	0.6133006014387458	0.04159155442286669	0.1640706126687435	0.3644859813084112	73.8748701973001	7446.180685358256
std	0.16182695292404184	0.07324274103312914	0.3703877174382587	0.48134821106637926	79.46527291488927	91.072549977393
min	0.04329090426942456	6.927126627874758e-05	0.0	0.0	1.0	7280.0
25%	0.5254819502631166	0.0026588015128120503	0.0	0.0	10.0	7336.0
50%	0.616839023571578	0.013380819431895431	0.0	0.0	42.0	7478.0
75%	0.7127748547859731	0.044065965671066014	0.0	1.0	93.0	7521.0
max	1.0	1.0	1.0	1.0	266.0	7545.0
