index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	6828.0	6828.0	6828.0	6828.0	6828.0	6828.0
mean	0.7179526263657154	0.042592457013160695	0.12697715289982425	0.3229349736379613	20.311657879320446	9814.226713532513
std	0.19265728503643112	0.10779408715458774	0.33297176024525277	0.46763233783365377	22.85567403638233	26.873391088473806
min	0.0034570411794611067	5.100999795960008e-05	0.0	0.0	1.0	9737.0
25%	0.6031136736557965	0.0015719520753335703	0.0	0.0	3.0	9802.0
50%	0.7310536172910876	0.0072291714886969245	0.0	0.0	10.0	9825.0
75%	0.8689469511738033	0.027930191685205098	0.0	1.0	27.0	9835.0
max	1.0	1.0	1.0	1.0	105.0	9841.0
