index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5246.0	5246.0	5246.0	5246.0	5246.0	5246.0
mean	0.7179916874096562	0.10341595114990289	0.2844071673656119	0.4538696149447198	106.01944338543652	10222.70758673275
std	0.19320042958507852	0.16046712892188977	0.45117461490481753	0.49791489864722416	119.97614794469848	137.67665344329689
min	0.0019291984180572763	4.831851565519907e-05	0.0	0.0	1.0	9954.0
25%	0.6157934782608695	0.004211529344156355	0.0	0.0	11.0	10045.0
50%	0.7513778130223823	0.025477012431055705	0.0	0.0	51.0	10278.0
75%	0.8610249425498004	0.12926272543985046	1.0	1.0	140.25	10332.0
max	1.0	1.0	1.0	1.0	415.0	10368.0
