index	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
count	688.0	688.0	688.0	688.0	688.0	688.0	688.0
mean	0.8984189350915894	0.2614284099992909	0.3728142277923466	0.5485436432390159	6.497038301667737	9833.07558139535	9.924418604651162
std	0.14853628178321793	0.3001297314800999	0.3701866918202086	0.40057250193407345	10.792711984799036	13.687086837426635	13.687086837426634
min	0.09435016766588758	5.653559035282877e-05	0.0	0.0	1.0	9737.0	2.0
25%	0.8669533024372071	0.0110419221992367	0.0	0.0	1.3333333333333333	9832.0	3.0
50%	0.9577294955996611	0.15665055016801166	0.3333333333333333	0.6666666666666666	2.5	9838.0	5.0
75%	0.9950509482150517	0.4137961681625019	0.6942307692307692	0.9285714285714286	6.276923076923077	9840.0	11.0
max	1.0	1.0	1.0	1.0	81.28301886792453	9841.0	106.0
