index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	6828.0	6828.0	6828.0	6828.0	6828.0	6828.0
mean	0.8988000245463088	0.2741788413242942	0.5161101347393088	0.7019625073227885	20.311657879320446	9814.226713532513
std	0.13661949686789202	0.298505179810583	0.49977699511702434	0.4574295468194883	22.85567403638233	26.873391088473806
min	0.003151046960764403	5.097879282218597e-05	0.0	0.0	1.0	9737.0
25%	0.865837908533376	0.01773946161120809	0.0	0.0	3.0	9802.0
50%	0.9477953820971218	0.15372215683077856	1.0	1.0	10.0	9825.0
75%	0.9898582683454018	0.47460989378050394	1.0	1.0	27.0	9835.0
max	1.0	1.0000000000000002	1.0	1.0	105.0	9841.0
