index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5381.0	5381.0	5381.0	5381.0	5381.0	5381.0
mean	0.5061047534813536	0.009635240683018083	0.009849470358669392	0.08251254413677755	89.85132874930311	9738.69020628136
std	0.11072958068417159	0.011028855747969997	0.09876371305754324	0.27516957610533704	105.60439351620532	115.04445607010679
min	0.002235772357723542	5.092168245238823e-05	0.0	0.0	1.0	9444.0
25%	0.47462073081513995	0.0014631090337768788	0.0	0.0	11.0	9700.0
50%	0.5028271820705253	0.005258948838504243	0.0	0.0	47.0	9785.0
75%	0.531513800461461	0.01352989277920274	0.0	0.0	123.0	9821.0
max	0.9985693848354792	0.0793819202424508	1.0	1.0	407.0	9850.0
