index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	6824.0	6824.0	6824.0	6824.0	6824.0	6824.0
mean	0.7038952557833872	0.07176106954559507	0.24457796014067995	0.42423798358733883	20.316529894490035	9813.214830011724
std	0.19691391460974284	0.14521216197471126	0.4298681896701403	0.49426300325626416	22.860537534758855	26.87621801350563
min	0.0007113821138211573	5.08440105755542e-05	0.0	0.0	1.0	9736.0
25%	0.5857019086938895	0.0017986212513447144	0.0	0.0	3.0	9801.0
50%	0.7227387181519525	0.01000405621704421	0.0	0.0	10.0	9824.0
75%	0.8521178167808692	0.06726584466570584	0.0	1.0	27.0	9834.0
max	1.0	1.0	1.0	1.0	105.0	9840.0
