superfamily	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
a.1.1	0.6848815001894851	0.08774660006326632	0.42857142857142855	0.6190476190476191	13.619047619047619	7526.0	21
a.1.2	0.9874734888653234	0.009535185724089472	0.0	0.0	1.3333333333333333	7544.0	3
a.100.1	0.6901446308424279	0.013316166993275551	0.058823529411764705	0.11764705882352941	14.823529411764707	7530.0	17
a.102.1	0.8386764748793426	0.05400149758204566	0.26666666666666666	0.6	12.4	7532.0	15
a.102.3	0.992631137036546	0.10512348413169023	0.0	0.5	1.5	7543.0	4
a.102.4	0.5490155131264917	0.000690996109836928	0.0	0.0	3.6	7542.0	5
a.103.1	0.9692511597084161	0.002159777483053345	0.0	0.0	1.0	7545.0	2
a.104.1	0.7466515334650119	0.0031346324038438356	0.0	0.0	4.0	7538.0	9
a.11.2	0.9715557617532697	0.0030461866672173046	0.0	0.0	1.3333333333333333	7544.0	3
a.111.1	0.6943155708731	0.3335730975570302	0.6666666666666666	0.6666666666666666	2.0	7544.0	3
a.114.1	0.7232935719019218	0.00024015805951828166	0.0	0.0	1.0	7545.0	2
a.116.1	0.7500441852244609	0.00279629816345347	0.0	0.0	1.3333333333333333	7544.0	3
a.118.1	0.6182993739131742	0.03758425591277588	0.3191489361702128	0.7659574468085106	43.659574468085104	7500.0	47
a.118.17	0.3848932785363913	0.00021364469649481931	0.0	0.0	2.0	7543.0	4
a.118.26	0.9235917826375083	0.0042607772601285605	0.0	0.0	1.0	7545.0	2
a.118.8	0.621883013006768	0.031311154708352	0.21052631578947367	0.4473684210526316	26.894736842105264	7509.0	38
a.118.9	0.9027656236188456	0.030472737574574783	0.0	0.2	3.6	7542.0	5
a.123.1	0.9970362020952127	0.10661275430011129	0.0	0.5	1.6666666666666667	7541.0	6
a.124.1	0.9875745526838966	0.0073941469489414696	0.0	0.0	1.0	7545.0	2
a.126.1	0.998917462000707	0.5257314036725802	0.6666666666666666	1.0	1.3333333333333333	7544.0	3
