CF	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
2000000	0.7994775307032024	0.03101865184451993	0.03418803418803419	0.27350427350427353	95.72649572649573	15362.666666666666	117
2000001	0.7912197380890842	0.0002497137449793776	0.0	0.0	1.5	15476.0	4
2000002	0.49877781012075223	0.0009580114023606119	0.0	0.0	9.206349206349206	15417.0	63
2000003	0.7656110448381382	0.01585543554757323	0.07407407407407407	0.12962962962962962	12.555555555555555	15426.0	54
2000009	0.6400477707477251	0.0060894476309909075	0.0	0.06666666666666667	40.46666666666667	15420.0	60
2000014	0.6134603574219851	0.04212741721342065	0.041666666666666664	0.36041666666666666	433.59166666666664	14999.733333333334	480
2000016	0.31828230501791177	0.013632979111711744	0.028846153846153848	0.1762820512820513	253.82051282051282	15167.858974358975	312
2000021	0.8878113524701134	0.08956731040952838	0.30303030303030304	0.42424242424242425	13.93939393939394	15446.060606060606	33
2000024	0.6196886195993402	0.0001807413190862612	0.0	0.0	1.9823008849557522	15367.0	113
2000025	0.6580385763485587	0.012086015137334845	0.025974025974025976	0.15584415584415584	38.33766233766234	15403.0	77
2000030	0.7842471686011657	0.017541995871998922	0.06382978723404255	0.3617021276595745	42.170212765957444	15433.0	47
2000031	0.5350845935393995	0.059680459203386584	0.22182468694096602	0.5116279069767442	482.8479427549195	14921.0	559
2000032	0.6133832999504641	0.00011386702481691752	0.0	0.0	1.3333333333333333	15477.0	3
2000036	0.8198555164337595	0.022996556266873344	0.07042253521126761	0.38028169014084506	67.01408450704226	15409.0	71
2000041	0.8164697046725515	0.0037558469093368317	0.0	0.08	6.72	15455.0	25
2000045	0.4308918486780442	0.0003103299816748604	0.0	0.0	6.117647058823529	15463.0	17
2000047	0.7410815496334329	0.016465198807390592	0.08791208791208792	0.24175824175824176	75.95604395604396	15389.0	91
2000048	0.7114291582296024	0.022521844710040616	0.06944444444444445	0.2916666666666667	87.97222222222223	15335.708333333334	144
2000049	0.6740898288380449	0.00018843982454267233	0.0	0.0	1.9692307692307693	15415.0	65
2000051	0.7828735972983469	0.13609843060889906	0.2962962962962963	0.7795414462081128	480.4021164021164	14913.0	567
2000058	0.4478088133217829	0.000495607620732577	0.0	0.0	7.475409836065574	15419.0	61
2000062	0.4792772145418399	0.005060476198063145	0.0	0.07692307692307693	38.15384615384615	15428.0	52
2000067	0.642289713759949	0.006402648866983186	0.0	0.017391304347826087	51.07826086956522	15365.0	115
2000068	0.7982106336982986	0.003497080274261042	0.0	0.0	12.25	15464.0	16
2000069	0.6998266930315983	0.003886056388099222	0.0	0.03225806451612903	14.193548387096774	15449.0	31
2000073	0.697303080185407	0.008489743974996482	0.0	0.09433962264150944	43.094339622641506	15426.056603773584	53
2000077	0.7420016717668318	0.00223592505620761	0.01694915254237288	0.03389830508474576	11.084745762711865	15421.0	59
2000080	0.694880155359062	0.02321346985261706	0.05154639175257732	0.4536082474226804	92.20618556701031	15382.969072164948	97
2000081	0.8558610448817651	0.006702119112156659	0.0	0.045454545454545456	1.9545454545454546	15436.0	44
2000085	0.6489476711733656	0.04592470748050807	0.2222222222222222	0.5641025641025641	189.48717948717947	15246.0	234
2000090	0.73906746348697	0.031058180081085702	0.12041884816753927	0.4973821989528796	152.02094240837695	15288.465968586388	191
2000094	0.8097334256586343	0.0135463709132561	0.0	0.18181818181818182	17.454545454545453	15458.0	22
2000096	0.8744717285945072	0.0004325964104643021	0.0	0.0	1.6	15475.0	5
2000097	0.7018362128273612	0.021554197926737937	0.041916167664670656	0.2754491017964072	123.47305389221557	15312.952095808383	167
2000100	0.727350679100238	0.022072715685758016	0.08411214953271028	0.308411214953271	124.49532710280374	15266.0	214
2000102	0.7161399767351687	0.0021480016988878474	0.0	0.0	5.0	15474.0	6
2000103	0.8546047660597331	0.0018592426633636879	0.0	0.0	6.75	15472.0	8
2000104	0.7627652127086699	0.0015408104312865612	0.0	0.0	3.6	15475.0	5
2000112	0.7867608351927693	0.031195259971339855	0.1518987341772152	0.45569620253164556	66.15189873417721	15401.0	79
2000117	0.8423645152587521	0.03097648730235341	0.11224489795918367	0.35714285714285715	85.34693877551021	15382.0	98
2000118	0.8570586379237496	0.000766286483820683	0.0	0.0	1.9789473684210526	15385.0	95
2000119	0.7786514772020422	0.0026621829969663245	0.0	0.0	13.375	15464.0	16
2000120	0.6711087222363978	0.0021749731441124544	0.0	0.012345679012345678	21.160493827160494	15399.0	81
2000125	0.6995792049873303	0.002433715143531318	0.0	0.0625	12.75	15464.0	16
2000128	0.8648740663459852	0.0037569362874977264	0.0	0.0	3.4285714285714284	15473.0	7
2000130	0.6540254109221497	0.0003290853654914275	0.0	0.0	3.8904109589041096	15407.0	73
2000134	0.4342766131291676	0.0002306696954440546	0.0	0.0	3.8260869565217392	15434.0	46
2000135	0.7590328601240337	0.0028366140741526093	0.0	0.06666666666666667	5.866666666666666	15465.0	15
2000138	0.6628990231096701	0.0049897142648684814	0.0	0.025	29.5	15440.0	40
2000139	0.9452681670023156	0.05306019891624996	0.1875	0.4375	14.875	15464.0	16
2000141	0.7917501217513705	0.005795364356228496	0.0	0.04878048780487805	22.048780487804876	15436.512195121952	41
2000142	0.7003510585600138	0.000199091142557269	0.0	0.0	1.3333333333333333	15477.0	3
2000150	0.28161680773621073	7.556777748189327e-05	0.0	0.0	1.3333333333333333	15477.0	3
2000155	0.9145482919122856	0.005777824326211423	0.0	0.0	1.0	15462.5	2
2000157	0.8252030133472656	0.014167666538978569	0.0	0.14705882352941177	37.35294117647059	15412.0	68
2000171	0.747470113085622	0.0003783108593330925	0.0	0.0	2.4	15475.0	5
2000175	0.8075189063408958	0.001990391036601978	0.0	0.0	5.777777777777778	15471.0	9
2000181	0.8461377282733485	0.16739643823414097	0.4146341463414634	0.8292682926829268	134.7439024390244	15316.0	164
2000187	0.702249540674539	0.0005032527867399161	0.0	0.0	4.0	15473.0	7
2000193	0.9498979817934944	0.4291205329913523	0.6585365853658537	0.8780487804878049	24.195121951219512	15439.0	41
2000204	0.7355020044775933	0.00044414515578310713	0.0	0.0	1.894736842105263	15461.0	19
2000219	0.6178383395844111	0.0002714112910694561	0.0	0.0	1.875	15464.0	16
2000221	0.7521079866548648	0.0006308990225298325	0.0	0.0	1.9	15460.0	20
2000235	0.6674119232427771	0.0009803646658940646	0.0	0.0	7.5	15460.0	20
