index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5768.0	5768.0	5768.0	5768.0	5768.0	5768.0
mean	0.5081179056510859	0.05405268708273855	0.24549237170596394	0.3065187239944521	24.94001386962552	7515.9160887656035
std	0.09028037310183984	0.15592531856844963	0.43041606077859945	0.46108768654848326	35.037365782911394	37.82433039718272
min	0.42230089083898426	6.626027034190299e-05	0.0	0.0	1.0	7386.0
25%	0.4673740053050398	0.0002651113467656416	0.0	0.0	4.0	7507.0
50%	0.4674532679305316	0.0015904572564612327	0.0	0.0	12.0	7530.0
75%	0.5103330426402892	0.028813994822457306	0.0	1.0	31.0	7541.0
max	1.0	1.0	1.0	1.0	160.0	7545.0
