index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5378.0	5378.0	5378.0	5378.0	5378.0	5378.0
mean	0.6920511020145046	0.05674588008183251	0.1493120119003347	0.3562662699888434	89.63443659352919	9730.029750836742
std	0.16610345396576945	0.11297284172669193	0.3564288953726677	0.4789397321249104	105.16341446672038	114.47387653901258
min	0.015296269946132701	5.159958720330237e-05	0.0	0.0	1.0	9438.0
25%	0.5919655392133251	0.0028949367505731283	0.0	0.0	11.0	9691.0
50%	0.6935026374786963	0.014033833745308474	0.0	0.0	48.0	9777.0
75%	0.8130887872152706	0.04844289708154761	0.0	1.0	127.0	9812.0
max	0.9999529522465302	0.9796021632480051	1.0	1.0	404.0	9841.0
