index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	14161.0	14161.0	14161.0	14161.0	14161.0	14161.0
mean	0.6960292117876813	0.04005039177830556	0.10112280206200128	0.2658004378221877	262.3299202033755	27213.929454134595
std	0.1714825660155763	0.08744957790561848	0.3015019075287042	0.4417740903394952	340.77955917701706	370.5850048231385
min	0.08851974161707069	2.1292905203986033e-05	0.0	0.0	1.0	26336.0
25%	0.5868894913615654	0.0020133685343098557	0.0	0.0	17.0	27162.0
50%	0.7132044897479697	0.01073042194574695	0.0	0.0	101.0	27380.0
75%	0.8284028080896261	0.0381784069462885	0.0	1.0	375.0	27482.0
max	0.9999635767619741	0.8128403103859956	1.0	1.0	1225.0	27560.0
