SF	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
3001851	0.7929667510924503	0.17755233309465351	0.4444444444444444	0.4444444444444444	7.555555555555555	9833.0	9
3001852	0.8675813008130082	0.0003911795070331655	0.0	0.0	1.0	9840.0	2
3001856	0.8299623945522919	0.0015055860791384186	0.0	0.0	2.0	9839.0	3
3001862	0.4641938599166413	0.00036325174774440007	0.0	0.0	2.8	9837.0	5
3001865	0.08630589430894312	5.578161833889189e-05	0.0	0.0	1.0	9840.0	2
3001866	0.18467774728067501	9.386773743197895e-05	0.0	0.0	1.6	9837.0	5
3001868	0.43331808788155973	0.0002570732235061429	0.0	0.0	2.0	9839.0	3
3001869	0.49723069105691053	0.00010104421471154785	0.0	0.0	1.0	9840.0	2
3001871	0.1914380081300813	6.603290128826851e-05	0.0	0.0	1.0	9840.0	2
3001872	0.7465867127418099	0.0007157469920004187	0.0	0.0	2.0	9839.0	3
3001874	0.9710251719348172	0.00921342154873525	0.0	0.0	1.3333333333333333	9839.0	3
3001879	0.6743774790894914	0.03132368295486892	0.16666666666666666	0.3888888888888889	16.555555555555557	9824.0	18
3001880	0.8362152212729409	0.002717641400486133	0.0	0.0	4.6	9832.0	10
3001881	0.9990853658536585	0.04772727272727273	0.0	0.5	1.0	9840.0	2
3001890	0.7902210284687186	0.024070658818870626	0.02564102564102564	0.46153846153846156	35.282051282051285	9803.0	39
3001893	0.6351611596196158	0.009037953486007038	0.0	0.1111111111111111	7.777777777777778	9833.0	9
3001905	0.9884896839109666	0.007137095255287526	0.0	0.0	1.3333333333333333	9839.0	3
3001907	0.8288590311569468	0.016197975246573577	0.0	0.2857142857142857	5.142857142857143	9835.0	7
3001910	0.5935271790700827	0.0006773324337468849	0.0	0.0	1.6666666666666667	9836.0	6
3001913	0.7869697431727316	0.08718817998863526	0.25	0.25	3.0	9838.0	4
3001919	0.6239329268292684	0.0001361705458474678	0.0	0.0	1.0	9840.0	2
3001922	0.3755717625533645	0.00018651554821298743	0.0	0.0	1.5	9838.0	4
3001927	0.8545985772357724	0.00047943236811849946	0.0	0.0	1.0	9840.0	2
3001935	1.0	1.0	1.0	1.0	2.0	9839.0	3
3001937	0.506737318288096	0.0009483971445276119	0.0	0.0	4.0	9837.0	5
3001938	0.7832711372513569	0.05984477246829609	0.2222222222222222	0.3333333333333333	5.111111111111111	9833.0	9
3001940	0.8317835365853659	0.00038196991486146167	0.0	0.0	1.0	9840.0	2
3001947	0.715993488656018	0.0009741275104924003	0.0	0.0	3.5384615384615383	9829.0	13
3001950	0.974085086916743	0.24133400640549468	0.6	0.6	3.6	9837.0	5
3001955	0.9206297040276648	0.009047220269525019	0.0	0.1	4.6	9832.0	10
3001961	0.917445878646204	0.0011024044979742315	0.0	0.0	1.3333333333333333	9839.0	3
3001962	0.06395132038374184	0.00010314849059233017	0.0	0.0	1.7777777777777777	9833.0	9
3001964	0.7857226083945883	0.1452957784724045	0.375	0.625	6.75	9834.0	8
3001966	0.7846159059333808	0.001441241227185603	0.0	0.0	2.4	9837.0	5
3001975	0.6622307075590976	0.023204914454315197	0.12	0.4	23.28	9817.0	25
3001978	0.8903174441847072	0.008215159243875926	0.0	0.0	2.0	9839.0	3
3001979	0.7943348919157011	0.000634073317155693	0.0	0.0	1.5	9838.0	4
3001980	0.9248797058723867	0.20884542746517515	0.6	0.8	3.6	9837.0	5
3001983	0.6935897466622807	0.05018641397971786	0.23529411764705882	0.4411764705882353	24.941176470588236	9808.0	34
3001994	0.4634756820877817	0.0014227743632031571	0.0	0.0	5.714285714285714	9835.0	7
3001996	0.9526422764227642	0.002292768959435626	0.0	0.0	1.0	9840.0	2
