index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5768.0	5768.0	5768.0	5768.0	5768.0	5768.0
mean	0.7898944256964552	0.10833506827633127	0.21567267683772537	0.3919902912621359	24.94001386962552	7515.9160887656035
std	0.17822318343365118	0.20316456322562057	0.41132384487223295	0.4882368585103242	35.037365782911394	37.82433039718272
min	0.02763785790031814	6.814774430966335e-05	0.0	0.0	1.0	7386.0
25%	0.6983504299043364	0.002705934692597516	0.0	0.0	4.0	7507.0
50%	0.8304339713288609	0.01269896986232065	0.0	0.0	12.0	7530.0
75%	0.927960521047436	0.09650713495306018	0.0	1.0	31.0	7541.0
max	1.0	1.0	1.0	1.0	160.0	7545.0
