index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	11080.0	11080.0	11080.0	11080.0	11080.0	11080.0
mean	0.8378145699978383	0.1255093633837358	0.2909747292418773	0.5026173285198556	32.348375451263536	15429.540252707582
std	0.1508159728045388	0.21367765534436997	0.454232382993665	0.5000157139396344	37.48977809446429	44.918288931157775
min	0.0015508885298869401	3.235827077400984e-05	0.0	0.0	1.0	15307.0
25%	0.7658415434889091	0.004071805531637035	0.0	0.0	6.0	15402.0
50%	0.8792187520648166	0.021311741127786395	0.0	1.0	17.0	15444.0
75%	0.9531023360301814	0.12727706363074465	1.0	1.0	43.0	15466.0
max	1.0	1.0	1.0	1.0	172.0	15478.0
