index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	3852.0	3852.0	3852.0	3852.0	3852.0	3852.0
mean	0.6318415611193466	0.08095692014935289	0.29205607476635514	0.4883177570093458	73.8748701973001	7446.180685358256
std	0.18835692062553067	0.13469730035342573	0.4547669883946468	0.4999284028368223	79.46527291488927	91.072549977393
min	0.0029848766250994974	6.651589729945457e-05	0.0	0.0	1.0	7280.0
25%	0.5301514587962769	0.0035713324697635627	0.0	0.0	10.0	7336.0
50%	0.6299754873393224	0.022786586445329576	0.0	0.0	42.0	7478.0
75%	0.7617266843507199	0.0936154808149465	1.0	1.0	93.0	7521.0
max	1.0	1.0	1.0	1.0	266.0	7545.0
