index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	5062.0	5062.0	5062.0	5062.0	5062.0	5062.0
mean	0.8046778102432218	0.35803127447704586	0.5331884630580798	0.5491900434610826	21.594231529039906	6756.896878704069
std	0.19207198858246313	0.3431822566103892	0.4989465959724865	0.497623611655772	29.735807500222826	31.93123344580328
min	0.051607195517546445	7.771215418091389e-05	0.0	0.0	1.0	6644.0
25%	0.6520817533149917	0.01998717182140134	0.0	0.0	3.0	6747.0
50%	0.8695441474172932	0.2767954111922214	1.0	1.0	10.0	6770.0
75%	0.9854938894451211	0.5286644681156372	1.0	1.0	27.0	6778.0
max	1.0	1.0000000000000004	1.0	1.0	139.0	6782.0
