superfamily	auroc	auprc	hit1	hit10	avg_n_true_pos	avg_n_true_neg	n_queries
a.1.1	0.9010786569022645	0.49220965205710815	0.8666666666666667	0.8666666666666667	7.6	6769.0	15
a.1.2	0.9936596874078443	0.011578947368421053	0.0	0.0	1.0	6782.0	2
a.100.1	0.7206546981418158	0.035768372300469975	0.3125	0.3125	14.0	6768.0	16
a.102.1	0.8565088893463081	0.1573755362634595	0.75	0.75	10.166666666666666	6772.0	12
a.102.3	0.8608366514280097	0.17380263492851108	0.3333333333333333	0.3333333333333333	1.3333333333333333	6781.0	3
a.102.4	0.8195972857353592	0.26212137068005387	0.6	0.6	3.6	6779.0	5
a.104.1	0.8996459654816344	0.8384910326364388	0.8	0.8	2.4	6779.0	5
a.11.2	0.9979354077569681	0.8362517099863201	1.0	1.0	1.3333333333333333	6781.0	3
a.111.1	1.0	1.0	1.0	1.0	2.0	6781.0	3
a.116.1	0.7381408838421079	0.000949801083279899	0.0	0.0	1.3333333333333333	6781.0	3
a.118.1	0.720459848765743	0.0853818337972591	0.5526315789473685	0.5526315789473685	35.21052631578947	6746.0	38
a.118.17	0.8598043553064936	0.002238270296126291	0.0	0.0	1.3333333333333333	6781.0	3
a.118.26	1.0	1.0	1.0	1.0	1.0	6782.0	2
a.118.8	0.7416245276187604	0.0963281099960586	0.4857142857142857	0.4857142857142857	25.02857142857143	6749.0	35
a.118.9	0.8232261395486059	0.2600745410788348	0.8	0.8	4.0	6779.0	5
a.121.1	0.9808651379280691	0.4577704555773425	0.46875	0.46875	1.9375	6752.0	32
a.124.1	1.0	1.0	1.0	1.0	1.0	6782.0	2
a.126.1	0.9968298437039221	0.5056818181818182	0.5	0.5	1.0	6782.0	2
a.127.1	0.6056170108161258	0.4169379321073034	0.75	0.75	2.5	6780.0	4
a.128.1	0.875232755046832	0.33628141035720827	0.5714285714285714	0.5714285714285714	4.285714285714286	6777.0	7
a.130.1	0.9835607177974435	0.43324731704673786	0.75	0.75	2.5	6780.0	4
a.132.1	0.9256192162566664	0.4976493600296695	1.0	1.0	5.428571428571429	6777.0	7
a.133.1	0.934436907044192	0.3465126224407662	0.6666666666666666	0.6666666666666666	2.0	6781.0	3
a.138.1	0.9966478363448424	0.6121331831546878	1.0	1.0	6.5	6772.0	12
a.140.3	0.9886201641842404	0.010532238046784973	0.0	0.0	1.3333333333333333	6781.0	3
a.143.1	1.0	1.0	1.0	1.0	1.0	6782.0	2
a.149.1	0.9913237968834488	0.1754310148882627	0.3333333333333333	0.3333333333333333	1.3333333333333333	6781.0	3
a.152.1	0.8993755224467719	0.7934564068542397	0.8	0.8	3.6	6779.0	5
a.156.1	0.9992994100294985	0.8797275641025641	1.0	1.0	2.5	6780.0	4
a.16.1	0.44513888888888886	0.00043606588022613495	0.0	0.0	2.5	6780.0	4
a.160.1	0.8261606176846662	0.2397904198884718	0.6666666666666666	0.6666666666666666	5.0	6778.0	6
a.17.1	0.9929224417575936	0.010483525887890458	0.0	0.0	1.0	6782.0	2
a.182.1	0.8129086172147667	0.0005484810615631674	0.0	0.0	1.3333333333333333	6781.0	3
a.186.1	0.9971247419640223	0.50625	0.5	0.5	1.0	6782.0	2
a.2.17	0.9743032001179767	0.013255837765075898	0.0	0.0	2.0	6781.0	3
a.2.3	0.9994394453459211	0.9037820512820514	1.0	1.0	2.4	6779.0	5
a.2.7	0.8312438544739429	0.009361319133350891	0.0	0.0	3.0	6780.0	4
