index	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg
count	19727.0	19727.0	19727.0	19727.0	19727.0	19727.0
mean	0.8155241653230028	0.10139378836407799	0.20352815937547525	0.34115679018603945	60.25498048360116	27460.94550615907
std	0.16576169506358543	0.20875654245792186	0.40263217149532277	0.4741099337105554	74.5400848172232	96.3380332425777
min	0.03757678260147754	1.9592476489028214e-05	0.0	0.0	1.0	27164.0
25%	0.7346071249204621	0.001763213772846354	0.0	0.0	9.0	27418.0
50%	0.8621720361004778	0.008282019830278162	0.0	0.0	29.0	27494.0
75%	0.9403959717986801	0.05689625504060274	0.0	1.0	85.0	27533.0
max	1.0	1.0	1.0	1.0	398.0	27561.0
